Name,Games Played,Team,League,Position,Season,Age,Goals,Assists,Points,+/-,PIM,EV Goals,PP Goals,SH Goals,GW Goals,Shots,S%,TOI,Goals Per Game,Assists Per Game,Points Per Game,Shots Per Game,OPS,DPS,Point Shares
Jason Garrison,70,TBL,NHL,D,2016-17,32,1,8,9,-8,14,1,0,0,0,96,1,1300,0.01,0.11,0.13,1.37,-0.5,2.3,1.8
Patric Hornqvist,70,PIT,NHL,RW,2016-17,30,21,23,44,16,28,11,10,0,6,223,9.4,1117,0.3,0.33,0.63,3.19,4,1.4,5.5
Evander Kane,70,BUF,NHL,LW,2016-17,25,28,15,43,-17,113,25,3,0,5,260,10.8,1344,0.4,0.21,0.61,3.71,4.2,1,5.1
Travis Konecny,70,PHI,NHL,C,2016-17,19,11,17,28,-2,49,8,3,0,0,133,8.3,986,0.16,0.24,0.4,1.9,1.6,1.2,2.7
Marcus Kruger,70,CHI,NHL,C,2016-17,26,5,12,17,7,34,5,0,0,0,83,6,981,0.07,0.17,0.24,1.19,-0.3,1.2,0.9
James Neal,70,NSH,NHL,RW,2016-17,29,23,18,41,-10,35,18,5,0,5,202,11.4,1239,0.33,0.26,0.59,2.89,3.8,0.9,4.6
Nick Shore,70,LAK,NHL,C,2016-17,24,6,11,17,-2,20,5,0,1,1,79,7.6,895,0.09,0.16,0.24,1.13,0,1.3,1.3
Colin Wilson,70,NSH,NHL,LW,2016-17,27,12,23,35,7,18,6,6,0,0,113,10.6,1047,0.17,0.33,0.5,1.61,2.4,1.4,3.8
Pavel Zacha,70,NJD,NHL,C,2016-17,19,8,16,24,-17,19,3,5,0,2,83,9.6,1002,0.11,0.23,0.34,1.19,0.8,0.8,1.5
Kyle Brodziak,69,STL,NHL,C,2016-17,32,8,7,15,2,27,8,0,0,2,55,14.5,773,0.12,0.1,0.22,0.8,0.4,1,1.4
Adam Cracknell,69,DAL,NHL,RW,2016-17,31,10,6,16,9,12,9,0,1,2,87,11.5,722,0.14,0.09,0.23,1.26,0.9,1.1,1.9
Joel Edmundson,69,STL,NHL,D,2016-17,23,3,12,15,11,60,3,0,0,1,81,3.7,1226,0.04,0.17,0.22,1.17,0.5,3.7,4.2
Markus Granlund,69,VAN,NHL,C,2016-17,23,19,13,32,-19,14,16,3,0,3,122,15.6,1194,0.28,0.19,0.46,1.77,2.4,0.8,3.2
Jussi Jokinen,69,FLA,NHL,LW,2016-17,33,11,17,28,-15,39,6,4,1,2,118,9.3,1201,0.16,0.25,0.41,1.71,1,1,1.9
Lauri Korpikoski,69,TOT,NHL,LW,2016-17,30,8,12,20,5,10,8,0,0,0,108,7.4,856,0.12,0.17,0.29,1.57,0.7,1,1.8
Zach Parise,69,MIN,NHL,LW,2016-17,32,19,23,42,-3,30,13,6,0,4,194,9.8,1203,0.28,0.33,0.61,2.81,3.4,0.9,4.3
Ryan Strome,69,NYI,NHL,RW,2016-17,23,13,17,30,-8,40,11,2,0,2,114,11.4,1008,0.19,0.25,0.43,1.65,2,0.6,2.6
Fedor Tyutin,69,COL,NHL,D,2016-17,33,1,12,13,-25,38,1,0,0,0,46,2.2,1307,0.01,0.17,0.19,0.67,-0.1,1.3,1.2
Kris Versteeg,69,CGY,NHL,RW,2016-17,30,15,22,37,-3,46,7,8,0,1,136,11,1016,0.22,0.32,0.54,1.97,2.8,1.1,3.9
Sven Baertschi,68,VAN,NHL,LW,2016-17,24,18,17,35,-6,8,16,2,0,5,114,15.8,1080,0.26,0.25,0.51,1.68,2.9,1.2,4.1
Jonas Brodin,68,MIN,NHL,D,2016-17,23,3,22,25,5,20,1,2,0,2,85,3.5,1331,0.04,0.32,0.37,1.25,1.4,2.7,4.1
Michael Chaput,68,VAN,NHL,C,2016-17,24,4,5,9,-12,29,4,0,0,0,64,6.3,750,0.06,0.07,0.13,0.94,-0.6,0.5,-0.1
Jakob Chychrun,68,ARI,NHL,D,2016-17,18,7,13,20,-14,47,6,1,0,0,86,8.1,1133,0.1,0.19,0.29,1.26,1.6,1.4,3
Alexander Edler,68,VAN,NHL,D,2016-17,30,6,15,21,-20,36,4,2,0,0,138,4.3,1653,0.09,0.22,0.31,2.03,1,2.7,3.6
Aaron Ekblad,68,FLA,NHL,D,2016-17,20,10,11,21,-23,58,5,4,1,2,225,4.4,1459,0.15,0.16,0.31,3.31,1.6,1.7,3.4
Jesper Fast,68,NYR,NHL,RW,2016-17,25,6,15,21,6,16,6,0,0,1,56,10.7,938,0.09,0.22,0.31,0.82,0.4,1.1,1.5
Cody Franson,68,BUF,NHL,D,2016-17,29,3,16,19,-5,34,2,1,0,0,93,3.2,1257,0.04,0.24,0.28,1.37,0.9,2.7,3.6
Marc Methot,68,OTT,NHL,D,2016-17,31,0,12,12,13,24,0,0,0,0,69,0,1348,0,0.18,0.18,1.01,-0.4,4.2,3.9
T.J. Oshie,68,WSH,NHL,RW,2016-17,30,33,23,56,28,36,25,7,1,4,143,23.1,1214,0.49,0.34,0.82,2.1,6.4,2.3,8.7
Brayden Point,68,TBL,NHL,C,2016-17,20,18,22,40,4,14,13,5,0,2,122,14.8,1165,0.26,0.32,0.59,1.79,3.1,1.5,4.7
Dennis Rasmussen,68,CHI,NHL,C,2016-17,26,4,4,8,-4,12,4,0,0,0,77,5.2,804,0.06,0.06,0.12,1.13,-0.9,0.6,-0.4
Kris Russell,68,EDM,NHL,D,2016-17,29,1,12,13,5,23,1,0,0,1,68,1.5,1443,0.01,0.18,0.19,1,-0.2,3.3,3.1
Andrew Shaw,68,MTL,NHL,C,2016-17,25,12,17,29,4,110,11,1,0,1,127,9.4,1034,0.18,0.25,0.43,1.87,1.6,1.3,3
Jason Spezza,68,DAL,NHL,C,2016-17,33,15,35,50,-18,29,12,2,1,4,149,10.1,1100,0.22,0.51,0.74,2.19,4.1,0.3,4.5
Mark Streit,68,TOT,NHL,D,2016-17,39,6,21,27,-12,28,5,1,0,2,114,5.3,1275,0.09,0.31,0.4,1.68,2.1,1.8,3.9
Thomas Vanek,68,TOT,NHL,LW,2016-17,33,17,31,48,-5,22,12,5,0,2,133,12.8,979,0.25,0.46,0.71,1.96,4.5,1.1,5.5
Connor Carrick,67,TOR,NHL,D,2016-17,22,2,6,8,8,51,1,1,0,0,89,2.2,1095,0.03,0.09,0.12,1.33,-0.2,2.6,2.3
Radko Gudas,67,PHI,NHL,D,2016-17,26,6,17,23,8,93,6,0,0,0,113,5.3,1293,0.09,0.25,0.34,1.69,1.6,3.9,5.5
Melker Karlsson,67,SJS,NHL,C,2016-17,26,11,11,22,7,22,9,0,2,1,73,15.1,858,0.16,0.16,0.33,1.09,1.2,1.4,2.6
Rick Nash,67,NYR,NHL,RW,2016-17,32,23,15,38,9,26,16,6,1,3,195,11.8,1103,0.34,0.22,0.57,2.91,3.7,1.4,5
P.A. Parenteau,67,TOT,NHL,RW,2016-17,33,13,15,28,-18,35,9,4,0,2,123,10.6,985,0.19,0.22,0.42,1.84,1.8,0.6,2.5
Benoit Pouliot,67,EDM,NHL,LW,2016-17,30,8,6,14,-5,34,8,0,0,1,77,10.4,942,0.12,0.09,0.21,1.15,-0.2,0.8,0.6
Derek Ryan,67,CAR,NHL,C,2016-17,30,11,18,29,-8,22,6,4,1,3,73,15.1,998,0.16,0.27,0.43,1.09,1.6,1,2.6
Anthony Beauvillier,66,NYI,NHL,LW,2016-17,19,9,15,24,1,10,9,0,0,2,101,8.9,859,0.14,0.23,0.36,1.53,1.3,0.8,2.2
Johnny Boychuk,66,NYI,NHL,D,2016-17,33,6,17,23,11,19,4,1,1,2,155,3.9,1368,0.09,0.26,0.35,2.35,1.6,3.2,4.8
Cal Clutterbuck,66,NYI,NHL,RW,2016-17,29,5,15,20,2,28,5,0,0,1,115,4.3,924,0.08,0.23,0.3,1.74,0.2,0.9,1.2
Brett Connolly,66,WSH,NHL,RW,2016-17,24,15,8,23,20,40,14,1,0,3,81,18.5,706,0.23,0.12,0.35,1.23,2.2,1.5,3.7
Sean Couturier,66,PHI,NHL,C,2016-17,24,14,20,34,12,33,14,0,0,2,120,11.7,1217,0.21,0.3,0.52,1.82,1.9,2,3.9
Josh Gorges,66,BUF,NHL,D,2016-17,32,1,5,6,-3,50,1,0,0,0,40,2.5,1218,0.02,0.08,0.09,0.61,-0.7,2.8,2.1
Andy Greene,66,NJD,NHL,D,2016-17,34,4,9,13,-16,8,2,1,1,1,83,4.8,1448,0.06,0.14,0.2,1.26,0.1,2.4,2.5
Tyler Johnson,66,TBL,NHL,C,2016-17,26,19,26,45,-5,28,13,6,0,3,130,14.6,1242,0.29,0.39,0.68,1.97,3.6,1.3,4.8
Hampus Lindholm,66,ANA,NHL,D,2016-17,23,6,14,20,13,36,5,1,0,2,94,6.4,1482,0.09,0.21,0.3,1.42,1.1,4.5,5.6
Markus Nutivaara,66,CBJ,NHL,D,2016-17,22,2,5,7,7,6,2,0,0,0,66,3,872,0.03,0.08,0.11,1,-0.1,2.3,2.2
Xavier Ouellet,66,DET,NHL,D,2016-17,23,3,9,12,2,51,3,0,0,0,89,3.4,1186,0.05,0.14,0.18,1.35,0.2,3,3.2
Paul Stastny,66,STL,NHL,C,2016-17,31,18,22,40,4,36,13,5,0,5,112,16.1,1263,0.27,0.33,0.61,1.7,2.9,1.7,4.5
P.K. Subban,66,NSH,NHL,D,2016-17,27,10,30,40,-8,44,7,3,0,2,142,7,1611,0.15,0.45,0.61,2.15,3.6,2.4,6.1
Nikita Tryamkin,66,VAN,NHL,D,2016-17,22,2,7,9,-7,64,2,0,0,0,65,3.1,1105,0.03,0.11,0.14,0.98,-0.1,2.3,2.2
Beau Bennett,65,NJD,NHL,RW,2016-17,25,8,11,19,-3,20,7,1,0,1,101,7.9,881,0.12,0.17,0.29,1.55,0.6,1.2,1.7
Rene Bourque,65,COL,NHL,RW,2016-17,35,12,6,18,-19,56,10,2,0,2,111,10.8,906,0.18,0.09,0.28,1.71,0.8,0.5,1.2
Matt Calvert,65,CBJ,NHL,LW,2016-17,27,10,5,15,-4,48,7,0,3,1,92,10.9,868,0.15,0.08,0.23,1.42,0.4,0.7,1.1
Loui Eriksson,65,VAN,NHL,LW,2016-17,31,11,13,24,-9,8,6,5,0,1,132,8.3,1214,0.17,0.2,0.37,2.03,0.5,1.2,1.8
Oscar Lindberg,65,NYR,NHL,C,2016-17,25,8,12,20,2,32,8,0,0,1,86,9.3,704,0.12,0.18,0.31,1.32,1.1,0.7,1.8
Brandon Manning,65,PHI,NHL,D,2016-17,26,3,9,12,-12,83,2,0,1,1,84,3.6,1174,0.05,0.14,0.18,1.29,0.2,1.9,2.1
Jay McClement,65,CAR,NHL,C,2016-17,33,5,3,8,-8,18,4,0,1,1,37,13.5,740,0.08,0.05,0.12,0.57,-0.6,0.6,0
John Mitchell,65,COL,NHL,C,2016-17,32,3,4,7,-12,45,3,0,0,1,57,5.3,816,0.05,0.06,0.11,0.88,-1.2,0.6,-0.6
Kyle Okposo,65,BUF,NHL,RW,2016-17,28,19,26,45,-7,24,12,7,0,2,156,12.2,1233,0.29,0.4,0.69,2.4,3.7,1.3,5
Mathieu Perreault,65,WPG,NHL,C,2016-17,29,13,32,45,-11,30,10,3,0,3,134,9.7,1059,0.2,0.49,0.69,2.06,3.5,0.5,4
Paul Postma,65,WPG,NHL,D,2016-17,27,1,13,14,3,15,1,0,0,0,50,2,706,0.02,0.2,0.22,0.77,0.8,1.3,2.1
Ryan White,65,TOT,NHL,C,2016-17,28,9,7,16,-16,84,9,0,0,1,60,15,693,0.14,0.11,0.25,0.92,0.8,0.1,0.9
Justin Abdelkader,64,DET,NHL,LW,2016-17,29,7,14,21,-20,50,2,5,0,1,104,6.7,1066,0.11,0.22,0.33,1.63,0.1,0.5,0.7
Artem Anisimov,64,CHI,NHL,C,2016-17,28,22,23,45,9,30,18,4,0,7,105,21,1142,0.34,0.36,0.7,1.64,4.2,1.4,5.6
Andreas Athanasiou,64,DET,NHL,C,2016-17,22,18,11,29,-7,28,17,1,0,3,120,15,862,0.28,0.17,0.45,1.88,2.8,0.8,3.6
J.T. Brown,64,TBL,NHL,RW,2016-17,26,3,3,6,-7,73,2,0,1,1,67,4.5,664,0.05,0.05,0.09,1.05,-0.9,0.5,-0.4
Andre Burakovsky,64,WSH,NHL,LW,2016-17,21,12,23,35,13,14,10,2,0,1,111,10.8,849,0.19,0.36,0.55,1.73,2.8,1.4,4.1
Andrew Copp,64,WPG,NHL,C,2016-17,22,9,8,17,8,18,8,0,1,1,77,11.7,790,0.14,0.13,0.27,1.2,0.7,1.1,1.7
Brendan Gallagher,64,MTL,NHL,RW,2016-17,24,10,19,29,7,39,9,1,0,2,187,5.3,966,0.16,0.3,0.45,2.92,1.6,1.4,3
Jori Lehtera,64,STL,NHL,C,2016-17,29,7,15,22,-6,34,7,0,0,1,67,10.4,971,0.11,0.23,0.34,1.05,0.5,0.9,1.4
Andreas Martinsen,64,TOT,NHL,LW,2016-17,26,3,4,7,-14,32,3,0,0,0,73,4.1,637,0.05,0.06,0.11,1.14,-0.7,0.3,-0.4
Michael Stone,64,TOT,NHL,D,2016-17,26,3,12,15,0,32,2,1,0,0,81,3.7,1268,0.05,0.19,0.23,1.27,0.4,2.9,3.3
Chris Thorburn,64,WPG,NHL,RW,2016-17,33,3,1,4,-7,95,2,0,1,0,36,8.3,446,0.05,0.02,0.06,0.56,-0.5,0.1,-0.4
Dale Weise,64,PHI,NHL,RW,2016-17,28,8,7,15,1,39,7,1,0,2,94,8.5,824,0.13,0.11,0.23,1.47,0.2,1.1,1.3
Dan Girardi,63,NYR,NHL,D,2016-17,32,4,11,15,8,16,3,0,1,3,56,7.1,1203,0.06,0.17,0.24,0.89,0.6,2.7,3.3
John Moore,63,NJD,NHL,D,2016-17,26,12,10,22,-7,39,11,1,0,1,102,11.8,1196,0.19,0.16,0.35,1.62,2.3,2.5,4.8
Matt Read,63,PHI,NHL,RW,2016-17,30,10,9,19,3,8,7,2,1,2,92,10.9,869,0.16,0.14,0.3,1.46,0.8,1.2,2
Tyler Toffoli,63,LAK,NHL,C,2016-17,24,16,18,34,6,22,12,4,0,2,165,9.7,1045,0.25,0.29,0.54,2.62,2.6,1.8,4.4
Matt Benning,62,EDM,NHL,D,2016-17,22,3,12,15,8,29,2,1,0,0,69,4.3,1030,0.05,0.19,0.24,1.11,0.7,2.7,3.5
Joe Colborne,62,COL,NHL,C,2016-17,27,4,4,8,-21,34,2,2,0,0,48,8.3,663,0.06,0.06,0.13,0.77,-0.5,0,-0.5
Evgeni Malkin,62,PIT,NHL,C,2016-17,30,33,39,72,18,77,22,11,0,6,191,17.3,1154,0.53,0.63,1.16,3.08,8.4,1.6,9.9
Andrei Markov,62,MTL,NHL,D,2016-17,38,6,30,36,18,16,5,1,0,1,98,6.1,1354,0.1,0.48,0.58,1.58,3,4.5,7.5
Bobby Ryan,62,OTT,NHL,RW,2016-17,29,13,12,25,-3,24,11,2,0,0,111,11.7,963,0.21,0.19,0.4,1.79,1.5,1,2.5
David Schlemko,62,SJS,NHL,D,2016-17,29,2,16,18,4,14,1,1,0,1,118,1.7,1038,0.03,0.26,0.29,1.9,0.9,2.8,3.7
Lukas Sedlak,62,CBJ,NHL,LW,2016-17,23,7,6,13,10,25,6,0,1,0,57,12.3,603,0.11,0.1,0.21,0.92,0.6,1,1.6
Aleksander Barkov,61,FLA,NHL,C,2016-17,21,21,31,52,13,10,18,3,0,5,142,14.8,1184,0.34,0.51,0.85,2.33,4.8,2.1,6.9
Lance Bouma,61,CGY,NHL,C,2016-17,26,3,4,7,-2,35,3,0,0,1,53,5.7,692,0.05,0.07,0.11,0.87,-0.9,0.8,-0.1
Mike Cammalleri,61,NJD,NHL,LW,2016-17,34,10,21,31,-9,21,9,1,0,3,142,7,1059,0.16,0.34,0.51,2.33,1.6,1.2,2.8
Joonas Donskoi,61,SJS,NHL,RW,2016-17,24,6,11,17,-5,10,5,1,0,0,95,6.3,842,0.1,0.18,0.28,1.56,0.1,0.8,1
Jack Eichel,61,BUF,NHL,C,2016-17,20,24,33,57,-13,22,14,10,0,4,249,9.6,1215,0.39,0.54,0.93,4.08,5.6,1,6.6
Alex Galchenyuk,61,MTL,NHL,C,2016-17,22,17,27,44,-5,24,11,6,0,6,104,16.3,972,0.28,0.44,0.72,1.7,4,0.9,4.9
Carl Hagelin,61,PIT,NHL,LW,2016-17,28,6,16,22,10,16,6,0,0,2,128,4.7,945,0.1,0.26,0.36,2.1,0.4,1.1,1.5
Stephen Johns,61,DAL,NHL,D,2016-17,24,4,6,10,-10,36,4,0,0,1,91,4.4,1114,0.07,0.1,0.16,1.49,0.2,1.2,1.3
Colin Miller,61,BOS,NHL,D,2016-17,24,6,7,13,0,55,5,1,0,0,85,7.1,965,0.1,0.11,0.21,1.39,1,2.3,3.3
Alan Quine,61,NYI,NHL,C,2016-17,23,5,13,18,-2,8,3,2,0,1,82,6.1,764,0.08,0.21,0.3,1.34,0.5,0.6,1.1
Nick Schmaltz,61,CHI,NHL,LW,2016-17,20,6,22,28,10,6,6,0,0,0,66,9.1,809,0.1,0.36,0.46,1.08,1.5,1.2,2.7
Conor Sheary,61,PIT,NHL,LW,2016-17,24,23,30,53,24,22,21,2,0,6,154,14.9,972,0.38,0.49,0.87,2.52,5.7,1.7,7.3
Mark Barberio,60,TOT,NHL,D,2016-17,26,2,11,13,-5,14,1,1,0,0,80,2.5,1096,0.03,0.18,0.22,1.33,0.3,2.3,2.6
Drake Caggiula,60,EDM,NHL,LW,2016-17,22,7,11,18,3,16,5,2,0,2,93,7.5,794,0.12,0.18,0.3,1.55,0.6,1,1.6
Nick Cousins,60,PHI,NHL,C,2016-17,23,6,10,16,-6,31,5,1,0,0,99,6.1,720,0.1,0.17,0.27,1.65,0.4,0.7,1.1
Cody Eakin,60,DAL,NHL,C,2016-17,25,3,9,12,-7,49,3,0,0,1,82,3.7,1009,0.05,0.15,0.2,1.37,-1.2,0.7,-0.5
Toby Enstrom,60,WPG,NHL,D,2016-17,32,1,13,14,-7,42,0,0,1,0,46,2.2,1314,0.02,0.22,0.23,0.77,0,1.3,1.3
Kevin Klein,60,NYR,NHL,D,2016-17,32,3,11,14,5,31,3,0,0,0,54,5.6,1058,0.05,0.18,0.23,0.9,0.6,2.2,2.8
Anthony Mantha,60,DET,NHL,RW,2016-17,22,17,19,36,10,53,16,1,0,3,133,12.8,954,0.28,0.32,0.6,2.22,3.2,1.7,4.9
Ryan Murray,60,CBJ,NHL,D,2016-17,23,2,9,11,3,24,2,0,0,0,52,3.8,1100,0.03,0.15,0.18,0.87,0.1,2.4,2.4
